treat,age,education,black,hispanic,married,nodegree,re74,re75,re78
0,28,14,1,0,0,0,339.68313272920324,1223.6119893531356,8904.381220306239
0,24,10,1,0,0,1,0.0,84.23708841114588,6614.510566306002
0,29,10,1,0,0,0,0.0,0.0,6358.374497336084
0,35,11,1,0,0,1,3157.9930181237523,0.0,11258.34651080197
1,23,10,1,0,0,0,0.0,0.0,9756.27988038249
0,23,10,1,0,0,1,1724.5856850986515,950.6395982661396,8364.31819822152
0,36,8,0,0,0,1,0.0,0.0,2087.144836723152
0,30,10,1,0,0,1,0.0,545.5560806356975,5927.927594551246
0,21,13,1,1,0,0,1261.0254889028179,0.0,11574.315127688367
1,28,12,1,0,0,1,1931.9599393525102,0.0,10092.677701177521
0,21,13,1,0,0,1,0.0,530.4324117265452,10537.724132285377
0,21,8,1,0,0,0,1115.437765711922,2271.519500964078,12315.6225809857
0,26,8,1,0,0,0,801.8050675033186,956.927405790824,9643.437949614692
0,17,9,0,0,0,1,1661.2897333471885,0.0,7177.861933103383
0,17,10,1,0,1,1,0.0,272.6155849553778,5448.817164899432
1,21,12,1,0,0,1,450.1117022047718,606.8395992744456,2056.4366022760696
0,17,6,1,0,0,1,5449.366698870503,0.0,6029.655242242593
1,27,13,1,0,0,1,2336.48850275648,0.0,9622.909063376397
1,18,9,1,0,0,0,0.0,0.0,9171.098583186127
0,17,9,1,0,1,0,1624.7205934233812,0.0,6525.700497102951
0,35,7,1,0,0,1,3023.866660767406,296.1477695004749,5434.849150769981
0,23,6,0,1,0,1,32.66611700668128,0.0,0.0
1,25,11,1,0,0,1,0.0,925.2666816951722,6357.676517058353
1,17,10,1,0,0,0,81.93329972584974,1855.1125491585788,10511.066877067
0,21,7,1,0,0,0,4412.975470970122,6175.951575168483,13824.401007239667
0,25,7,1,0,0,1,0.0,77.21683606287934,5130.588899581994
1,17,9,1,0,0,0,0.0,0.0,8983.43322072237
0,27,13,1,0,0,0,472.251301294582,0.0,11499.10986124679
1,20,9,1,0,0,1,0.0,0.0,5467.318191399252
0,22,6,1,0,1,1,583.4507134943143,305.565526883016,6267.147001969526
0,20,9,1,0,1,1,4013.310005885194,0.0,5382.522682769082
0,37,9,1,0,0,1,217.04789954796513,33.133327528092934,9069.527683595852
0,24,4,0,0,0,1,0.0,0.0,4354.209143855198
0,17,9,1,0,0,1,0.0,0.0,7295.355441944319
0,30,9,1,0,0,0,2240.7276851896745,0.0,4824.422513301135
1,17,11,1,0,0,1,0.0,1396.7137703461594,11440.111209936204
0,26,13,1,0,1,1,784.0991325684687,838.8472691610928,15141.022684211917
1,17,12,1,0,1,1,0.0,0.0,6376.264913715382
0,17,9,0,0,0,1,0.0,2295.2575078852997,6069.300229423018
1,26,7,1,0,0,1,0.0,0.0,7594.822422504276
0,30,15,1,0,0,1,2294.7594012803957,2152.5331254364155,13093.406394002493
1,26,10,1,0,0,1,1713.0231612243638,3356.664356495559,8242.26739944757
1,24,10,1,0,0,1,0.0,0.0,0.0
0,22,9,1,0,0,1,0.0,1150.3277448375247,10822.666805943332
0,17,10,1,0,0,1,0.0,0.0,9181.518358752428
0,19,9,0,0,0,1,513.0708881981344,739.4997241840077,1546.928592254647
0,21,8,1,0,0,1,0.0,0.0,4077.293624661332
1,32,8,1,0,1,1,531.4049992473073,3365.5336855256364,13273.62889401386
0,27,9,1,0,0,0,1963.4201881003826,0.0,11432.415311803714
0,17,8,1,0,0,1,2749.3503887127013,1432.0397105523798,9970.337097816358
0,27,8,1,0,0,1,0.0,3924.045550358222,6548.876363227879
0,22,10,1,1,0,0,123.63017460901631,4907.564626867544,8758.320696880497
1,20,9,1,0,0,1,0.0,1066.841600906857,7827.275064893678
0,29,13,1,0,0,1,0.0,904.4793674936211,12056.063160054598
0,32,4,1,0,1,0,3786.8723067421765,0.0,2508.5344725373225
0,31,12,1,0,0,0,92.08121991530511,0.0,5610.225401321977
0,19,12,0,0,1,0,0.0,0.0,11030.823760508047
0,22,5,1,0,0,1,0.0,1300.6423180390489,4657.1083288770305
0,27,9,1,0,0,1,1302.2008132675517,0.0,10926.06231034169
0,31,9,1,0,0,1,0.0,490.6914602478482,4532.670817132717
0,21,7,0,0,0,1,806.8488975484607,778.7116207565174,5711.333074475017
0,23,8,0,0,0,1,1252.2370270944937,0.0,3508.4321535964887
0,17,7,1,0,0,1,0.0,0.0,5422.088044270701
0,17,13,0,0,0,0,0.0,0.0,4064.359189003603
1,30,11,1,0,1,1,0.0,0.0,7437.099737135111
0,34,12,1,0,1,1,56.494940917444666,0.0,3608.1868874908796
0,24,11,1,0,1,1,1995.9525926911292,0.0,10080.555477381113
0,32,7,1,0,0,1,0.0,1071.434058928875,7871.198236957618
0,27,8,1,0,0,1,1588.7887914672515,449.2118133986311,1320.6119900067297
1,20,10,1,0,0,1,383.8886612122792,0.0,12516.823834865403
0,27,7,1,0,0,1,0.0,0.0,12892.245379259562
0,35,11,1,0,0,1,2180.243718297424,0.0,8192.09227569825
0,24,9,1,0,0,0,0.0,5096.933733918763,6105.737339501695
0,35,9,1,0,0,0,0.0,4342.673795242986,16275.793911582034
0,17,11,1,0,0,1,0.0,0.0,3443.094505092468
0,30,10,1,0,1,1,0.0,0.0,6960.319400607295
0,25,9,1,0,0,0,0.0,3605.1900443963937,8120.423831214688
0,22,12,0,0,0,0,0.0,9.304532492909495,12038.234221105116
0,25,7,1,0,0,1,143.83876889812254,0.0,6522.368556049802
0,17,11,1,0,1,0,188.3507217295123,4445.465577423952,7394.243202380685
0,23,11,1,0,0,1,1837.146698423506,0.0,5097.590898363183
0,27,9,1,0,0,0,0.0,0.0,5474.534539261594
0,35,10,1,1,0,0,0.0,4856.564463422741,5436.18725619139
1,21,7,1,0,1,1,0.0,1156.7932842854223,7390.513944639675
0,19,11,0,0,0,0,309.29167510138745,0.0,5900.198962948957
0,21,9,1,0,0,1,2508.5600718351525,446.8653003327386,2804.514231781115
1,31,8,0,0,0,0,0.0,0.0,11265.437365124712
0,27,12,0,0,0,1,0.0,1770.9163029659571,6938.257320602668
0,21,8,1,0,0,0,2393.549448913991,0.0,2913.6544197482594
0,28,7,0,0,1,1,0.0,8079.580002745574,7319.096597361048
1,25,6,1,0,0,1,0.0,508.48662809431994,6757.660686331272
1,31,11,1,0,0,1,2256.253583235199,0.0,4337.475898233459
0,20,7,1,0,0,0,2276.5772693582526,1143.1786250916982,7520.869769712273
0,22,13,0,0,0,0,0.0,780.4183973376539,5592.652813130502
0,22,5,0,1,0,0,0.0,277.98048181168343,9716.480572115868
0,17,13,1,0,0,0,2.2254260635657297,0.0,10072.549164049275
0,27,10,1,0,0,1,0.0,2879.2241338317885,6564.067269821588
0,26,9,1,0,0,1,0.0,1034.7281736241516,4474.915141135196
0,25,8,1,0,0,1,0.0,0.0,5585.096877309128
1,23,10,1,0,0,1,0.0,386.7210033871915,10354.388525766028
0,17,9,1,0,1,1,0.0,0.0,6323.517614244401
0,22,12,1,0,0,1,32.75362834868103,0.0,7258.349667094034
0,22,10,1,0,0,1,0.0,1085.9262536788842,7400.888748557352
0,19,10,0,0,0,1,0.0,6951.152632845506,7173.768996142787
0,23,9,1,0,0,1,2187.583784976302,1417.5819224783108,6451.9319317072695
0,27,9,1,0,0,1,1626.4686655703758,0.0,630.5632829561009
0,38,10,1,0,0,0,839.3235880046685,2218.6149903274595,10838.560266056742
0,26,6,0,0,1,0,289.0720547504648,0.0,5983.114957390425
1,26,7,0,0,0,0,0.0,0.0,4679.63246789971
0,24,11,1,0,0,1,3561.8566739240605,0.0,14164.761946242936
0,17,10,1,0,0,1,0.0,847.9414449451754,7415.431874660712
0,24,9,1,0,1,0,2098.4334542304596,2283.37612960264,4706.112159224338
0,25,10,1,0,0,1,0.0,992.9758550812344,9768.105020935745
0,42,10,1,0,0,1,1028.4200785166,2369.9238893626734,9113.64783989157
0,23,8,1,0,0,1,2610.8242588209805,0.0,7866.987234098953
0,27,8,1,0,0,1,0.0,627.9838155307862,4811.128330704465
0,24,10,1,0,0,1,251.62224955758117,0.0,8326.973846201377
0,17,8,1,0,0,1,0.06143863443161899,0.0,5114.743560927046
1,32,10,1,0,0,1,2490.5415317052366,0.0,10814.986814449097
0,30,6,1,0,1,1,0.0,1053.290739675246,0.0
1,30,12,0,0,0,1,587.350207333354,453.3800722404356,8410.59869493457
1,18,10,1,0,1,0,0.0,13.692860832984836,13670.57315167448
0,34,10,0,1,0,1,0.0,0.0,4598.7976337990995
0,17,11,1,0,0,1,0.0,0.0,5588.485107520441
0,29,13,1,0,0,0,0.0,884.5808997555574,7421.490254576743
0,40,12,1,0,0,1,1668.246492189989,0.0,4756.055539991066
0,18,6,1,0,0,1,0.0,1270.1441492336887,0.0
0,21,7,1,0,0,1,177.78567818186025,2986.3942924957933,5657.494795632457
0,25,8,1,0,0,1,0.0,0.0,6307.57827224497
0,21,10,1,0,0,1,0.0,1263.1895046512136,7121.441645779407
0,17,11,1,0,0,0,0.0,3037.1985380365622,7976.523875567308
0,25,8,1,0,0,1,0.0,0.0,6029.122612551163
0,17,10,1,0,1,1,0.0,1898.8477295310918,10538.17873351162
0,28,8,1,1,0,1,0.0,0.0,5328.661442212349
1,18,8,1,0,0,1,756.434777625117,145.50912867157788,5948.335440627199
0,35,7,1,0,0,1,0.0,918.4580056956588,4832.160947044439
1,19,8,1,0,0,1,0.0,752.5000199527232,9363.790285256146
0,22,7,0,0,0,1,0.0,3026.7881283882307,10544.117074146217
0,30,8,1,0,0,1,1174.3465110160978,0.0,4367.872735797295
0,17,12,1,0,0,1,1518.0260348042013,5104.839396760447,10183.660990556045
0,26,8,0,0,0,1,0.0,0.0,6915.072325807879
0,34,15,1,0,0,0,0.0,426.7938579326748,6650.304137193334
0,17,10,1,0,0,1,0.0,641.6856098182737,7153.757184584237
0,26,10,1,0,1,1,3347.673644440077,0.0,3507.280521305738
0,26,8,1,0,0,1,0.0,0.0,592.8490887818034
0,30,11,1,0,0,0,0.0,878.9680280810861,8863.929632101097
1,17,8,1,0,0,1,0.0,580.6947005828604,6422.58418618251
0,17,10,1,0,0,1,0.0,0.0,7506.841222863657
0,28,15,1,0,1,0,0.0,0.0,9446.31506897495
0,27,9,0,0,0,0,757.3720829147271,0.0,3798.0114788830265
1,26,12,1,0,0,1,0.0,2000.400168120323,9864.357144543088
1,27,8,1,0,1,1,2001.4994096702524,0.0,4301.145907856509
0,20,9,1,1,0,0,0.0,75.82639621835641,10695.664992869708
1,26,13,1,0,0,0,0.0,0.0,5932.088965420109
0,27,8,1,0,0,0,2364.566975087965,654.21092304981,6318.277556535589
0,19,13,1,0,0,1,0.0,0.0,5273.1852358582555
1,38,11,1,0,0,1,2800.560301118025,1013.0191344703405,11755.337350758895
1,28,8,0,0,1,1,4124.923775796897,0.0,7643.183018894561
0,17,11,1,0,1,0,0.0,320.26871616449284,6040.080455985718
1,29,11,1,0,0,1,2620.5133406482214,0.0,12245.75863734913
0,18,11,1,0,0,1,0.0,5527.58651822833,9146.567730501156
1,30,6,1,0,0,0,413.1627779968365,794.2825086561586,8412.166923803801
0,33,8,1,0,1,1,0.0,0.0,2956.0221904476057
0,19,9,1,0,0,0,669.6630465509614,1288.9620062761257,2873.1366840656065
0,31,9,1,0,0,1,0.0,6142.186149915103,8564.279731094932
0,27,11,1,0,0,1,1919.9938907486237,0.0,7019.459100740393
0,30,10,1,0,0,1,3793.6977833126816,0.0,9917.413352355637
0,38,7,1,0,0,0,436.9233486150885,0.0,5391.351646596878
0,23,10,1,0,0,1,268.31984283982894,1402.1572440582042,8016.3691437733
0,19,11,1,0,0,1,6619.787569969955,139.12445160119603,4557.526016647615
0,18,11,1,0,1,0,228.67820421549735,0.0,13233.91428010742
0,19,12,1,0,0,1,0.0,99.36149194313444,7437.082492486845
0,24,11,1,0,0,1,0.0,1360.0403344774022,9900.773011360818
0,27,10,1,0,1,1,0.0,2018.196130748103,4997.183828565552
1,26,9,1,0,0,1,0.0,355.42619612919367,8930.657565490781
0,30,6,1,0,0,1,0.0,2764.156118642691,1820.7125450185708
0,25,10,0,0,0,1,222.94369810262302,46.2360329903991,8336.95743410692
0,35,10,1,0,0,1,0.0,0.0,5832.077746842502
0,23,10,0,0,0,1,1572.03817632581,925.1935172954908,7736.741019893092
0,44,7,1,0,1,1,0.0,0.0,7493.922090390292
0,29,7,1,0,0,1,0.0,0.0,1702.3790663391596
1,18,12,1,0,0,1,3430.3470196931366,0.0,8375.628914069548
0,17,9,1,0,0,1,84.93619689286841,113.16154728588464,7831.402166513923
0,28,11,0,0,1,1,1378.828088975233,333.0164517734614,14208.21778586485
0,23,10,1,0,0,1,2337.9219498019843,0.0,7187.12958095615
1,29,10,1,0,0,1,0.0,0.0,10173.408353771798
0,28,11,1,0,0,0,735.6766328764053,0.0,7399.788580287482
0,24,8,1,0,0,1,0.0,201.4006246172697,11787.15697165408
0,19,10,1,0,0,0,0.0,0.0,1758.3349991042332
0,17,9,1,0,1,0,0.0,409.193679765783,6906.6212379378085
0,21,9,1,0,0,1,0.0,0.0,1523.3678993138174
0,30,9,1,0,0,1,0.0,0.0,0.0
1,26,10,1,0,0,1,907.7014893743982,0.0,9564.696606165771
0,17,9,1,0,1,0,2048.6737461892894,0.0,7533.095512299164
0,26,12,0,0,0,1,0.0,685.1665296347974,7251.0391456638345
0,27,8,0,0,0,1,0.0,0.0,5581.417729880741
0,18,9,1,0,0,1,0.0,0.0,15694.898302213773
0,26,9,1,0,0,0,0.0,0.0,5725.474585905697
0,25,12,1,0,0,0,888.2712809725026,0.0,9796.854468041975
0,17,10,1,0,1,1,0.0,0.0,4951.905541158358
1,27,12,1,0,1,1,42.312686679385386,0.0,10298.391531125624
0,28,7,0,0,0,1,0.0,571.6801117978933,4856.803008372515
0,32,10,1,0,0,1,117.12646615524237,465.4939936535434,5843.230689753445
0,32,11,0,0,0,0,0.0,0.0,12956.695596600974
0,17,10,1,0,0,1,2422.044883554692,0.0,11158.168354619425
0,18,12,1,0,0,1,0.0,2931.307543196465,9189.632205156631
0,28,8,1,0,0,1,2251.9437575405254,0.0,0.0
0,28,12,0,0,0,0,0.0,0.0,6916.972330242291
1,28,14,1,0,0,0,0.0,0.0,18609.082693215252
0,51,9,1,0,0,1,1210.9454769277447,0.0,6071.298643159199
0,28,9,1,0,0,0,1063.0083437653234,94.25881784883947,10156.832864645223
0,32,12,1,0,0,1,5458.442943068541,0.0,13863.360088778365
0,31,13,1,0,0,1,577.7097862495095,14.814242548880259,9234.648956207442
0,29,8,1,0,0,1,256.68368332822877,0.0,3451.5402093940115
0,22,9,1,0,0,1,0.0,0.0,0.0
1,30,9,1,0,0,1,0.0,1773.2070830122072,10484.451750730526
1,19,7,1,1,0,0,0.0,0.0,4555.731991529356
0,23,8,1,0,0,1,128.08904875619672,543.8123986736267,6630.021789892023
0,21,7,1,0,0,1,0.0,0.0,1650.5389812319077
1,25,8,1,0,0,1,0.0,522.0332182070815,6760.897344051518
0,41,9,1,0,1,1,353.29061038668846,0.0,6607.144347819167
0,17,10,1,0,0,0,2146.4869396002728,1947.5270259310728,9033.984932792297
0,29,13,0,0,0,1,0.0,0.0,5055.533437942757
0,17,8,1,1,0,1,0.0,6557.339089295984,11457.934573072853
1,21,11,1,0,0,0,0.0,0.0,7209.315645804087
0,32,9,1,0,0,1,0.0,1628.4755980761097,1865.134298063098
0,25,9,1,0,0,1,0.0,0.0,6072.929740109608
0,17,11,1,0,0,1,4295.84511282517,3699.3944729159257,9901.69780280171
0,19,7,1,0,0,1,1071.6909028020184,0.0,6203.275570355885
0,29,10,1,0,0,0,979.6761929882844,0.0,11380.300068951723
1,19,10,1,0,0,0,0.0,0.0,7790.653489792422
0,26,10,1,0,1,1,1166.9124250727004,0.0,6891.214854415497
1,25,10,1,0,0,0,0.0,0.0,5190.446856300719
0,20,14,1,0,0,1,0.0,609.1953372809593,11544.419109847979
0,40,8,1,0,0,1,3361.0446220176223,1298.8007207956089,7850.880795078279
0,29,8,1,1,1,1,0.0,0.0,4639.916818117512
0,17,8,1,0,0,1,0.0,1263.5325897087785,565.0356965162428
0,26,8,0,0,0,1,6182.985979456845,1498.377490691099,12537.645626209644
1,20,8,1,0,0,1,0.0,0.0,3716.9601066318282
1,30,12,1,0,0,0,1297.939810195856,78.7813447090881,8139.182318362366
0,19,12,1,1,0,1,0.0,397.6261256458832,9094.321370921774
0,24,8,1,0,0,1,1743.2880295003265,1015.9158537049707,3138.0873791115296
1,28,8,1,1,0,1,0.0,0.0,2919.4706652405694
0,31,10,1,0,0,1,0.0,300.9059757599874,618.429044626002
0,17,8,1,0,0,1,271.2363312440897,0.0,8144.361758090134
0,22,11,1,0,0,1,0.0,0.0,5764.441265821035
1,21,10,1,0,0,0,0.0,0.0,17281.81027741999
0,20,6,1,0,0,1,0.0,935.3908680202089,2197.552063513443
0,37,13,1,0,0,1,0.0,214.56632993103645,5700.016828692548
1,27,13,0,0,1,1,0.0,3941.3458439304122,9386.22484232292
0,17,8,1,0,0,1,0.0,3034.048597912848,7539.618544789322
0,31,9,1,0,0,1,1808.8712282005445,0.0,5532.051352104229
0,39,10,0,0,0,0,0.0,0.0,8836.996642007536
1,32,10,1,0,1,1,0.0,0.0,5464.234830034036
0,17,11,1,0,0,1,0.0,0.0,3255.224844609257
1,21,14,1,0,0,1,0.0,2190.005764253317,5662.357511048673
0,33,9,1,0,0,1,1554.2705258093838,181.49974049323674,250.00857607919534
0,20,8,1,0,0,1,0.0,0.0,4345.7929415748295
1,28,7,1,0,0,0,1668.732946149207,0.0,6597.678946665096
0,30,8,1,1,0,1,0.0,0.0,4005.6889175504502
0,18,9,0,0,0,0,1009.3976138574236,0.0,10533.036675718713
0,24,13,1,0,1,1,702.8796334648795,919.740193140985,12570.876576806164
0,17,8,1,0,0,0,309.73060325925684,1128.4139646534607,5427.03440804031
0,17,10,1,0,0,1,328.44198244993356,52.47246510677945,1632.5109946911252
0,23,9,1,0,0,1,1133.9860611906358,0.0,5040.080494192032
0,17,12,1,0,0,1,0.0,0.0,6100.535818248815
1,36,15,0,0,0,0,0.0,0.0,9028.595113165826
0,17,8,1,0,0,1,5612.492519935785,519.3553392220533,5646.397646052617
1,21,9,1,1,0,1,0.0,1182.5982788124825,6294.390796469323
0,25,12,1,0,1,1,0.0,0.0,6740.37515230672
0,35,11,0,0,1,0,3525.628944893761,1764.7475698871278,7180.489657987596
0,17,13,1,0,0,1,0.0,0.0,9024.967525876777
0,33,11,1,0,0,0,1295.7315783879726,267.5321618696398,9050.085269791867
0,25,9,1,0,1,1,1989.0079984897704,165.2465323791379,4314.3410977132025
0,18,11,0,0,0,1,3528.127981870848,235.88534356477186,12342.399975651786
1,28,12,0,0,1,1,3060.0482823770994,3144.9128255458745,8321.30142685505
1,26,11,0,0,0,0,0.0,0.0,4146.5981585539885
0,20,11,1,0,0,1,0.0,0.0,8542.334214095155
1,25,12,1,0,0,0,0.0,0.0,7047.775596756981
0,22,12,1,1,0,1,0.0,0.0,8863.874412272164
0,25,12,0,0,0,1,7076.802420323532,3037.425397045022,3723.2625419089754
1,29,11,1,0,0,1,389.97127336248536,2642.01303311669,13986.963116392953
0,36,9,1,0,0,1,0.0,0.0,8416.880224121207
0,17,10,1,0,0,0,0.0,117.39435326009128,2533.788658489022
0,39,12,1,0,0,0,1039.8095130800227,0.0,3875.6114823851503
0,17,8,1,0,1,0,0.0,0.0,11016.797712292584
0,23,10,0,0,0,0,0.0,0.0,4787.860289506123
0,29,9,0,0,1,1,0.0,0.0,3897.445453802128
1,26,10,1,0,0,1,2231.0125066959713,0.0,2271.147469560942
0,20,12,1,0,0,0,1312.7741815146355,0.0,7341.497637649729
0,23,10,1,1,1,1,3318.0446646740897,0.0,7212.254554894968
0,21,10,1,0,0,0,6012.891757812204,1413.8598913540168,11374.504785058321
0,20,7,1,0,0,1,0.0,0.0,1202.764715446574
0,30,11,1,1,0,1,0.0,0.0,2839.139623278171
0,27,11,1,0,0,0,180.13858051860842,0.0,8906.929478485014
1,20,14,0,0,0,1,0.0,1997.2570954009987,14019.367342301495
1,31,9,1,0,1,1,657.9382183731814,0.0,3383.924412158306
1,27,10,1,0,0,1,283.5411294480137,1528.7641656302476,12188.233847422702
1,30,10,1,0,0,1,1159.1214844976143,625.4610645344661,9048.000289170088
0,29,13,1,0,0,1,2065.4051754475945,9094.28826255222,15023.324048623881
1,19,9,1,0,0,1,959.1444290619028,458.8739145092093,8114.744418518484
0,21,10,1,0,0,0,112.22114357629707,0.0,0.0
0,30,11,1,0,0,0,0.0,0.0,7044.097853051883
0,29,10,0,0,0,1,0.0,0.0,10080.43145601381
0,24,9,1,0,0,1,0.0,1789.494835863176,4255.61039350781
0,25,10,1,0,0,0,487.5416200094418,0.0,5982.367579280476
1,33,12,1,1,0,1,0.0,0.0,8871.599489347065
0,20,7,1,0,0,1,99.14263158030373,5500.0495192662065,0.0
0,28,10,1,0,0,1,0.0,0.0,11914.04272631243
0,23,8,1,0,1,1,3501.321168237226,101.25718635992057,4276.646466687621
0,23,12,1,0,0,1,0.0,2587.604182047318,10193.487552032593
